OEM_NUMBER,UPC,upc 12 digit  text,VENDPART,OEM_NAME,PRODNAME,DESCRIPTION,PRICE,LIST PRICE,UOM,ITEMS_PER_UOI,Min Order Qty,DAYS_ARO,Image Ref,IMAGE_NAME,country_of_origin,JWOD,green_material_flag,PSC_CODE,gds_Categoryname,UNSPSC4,TAA Compliant,,,,,,,,,,,,,,,,,,,,,,,
3122GAV1,54007081609,'054007081609,2GAV1,3M,Wire Connector 22-10 AWG PK10000,"312,  MFR 3M, Twist On Wire Connector Application Wide Range Color Yellow Wire Connector Style Wing Series 312 Max Voltage 600VAC Max Wire Combination (1) to (3) 12 AWG Min Wire Combination (5) to (7) 22 AWG Max Single Wire Size 10 AWG Min Single Wire Size 22 AWG Height 1.05 In. Width 0.72 In. Standards UL Listed CSA Certified EU Package Quantity 10000",1286.14,1202,PK,10000,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2GAV1_AW99?$S7PRODUCT$,2GAV1_AW99.JPG,US,,N,6145,Twist-On Wire Connectors,39121409,Y  ,,,,,,,,,,,,,,,,,,,,,,,
5122DTP2,54007081616,'054007081616,2DTP2,3M,Twist On Wire Connector 20-8 AWG PK1000,"512,  MFR 3M, Twist On Wire Connector Application Wide Range Color Red Wire Connector Style Wing Series 512 Max Voltage 600VAC Max Wire Combination (2) 8 AWG Min Wire Combination (5) 12 AWG Max Single Wire Size 8 AWG Min Single Wire Size 20 AWG Height 1.22 In. Width 0.89 In. Standards UL Listed CSA Certified Classified IEC and Federal Specification W-S-610 Type 1 Class 1 Package Quantity 1000",219.35,243.43,PK,1000,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2DTP2_AS01?$S7PRODUCT$,2DTP2_AS01.JPG,US,,N,6145,Twist-On Wire Connectors,39121409,Y  ,,,,,,,,,,,,,,,,,,,,,,,
5122GAE1,54007081623,'054007081623,2GAE1,3M,Twist On Wire Connector 20-8 AWG PK10000,"512,  MFR 3M, Twist On Wire Connector Application Wide Range Color Red Wire Connector Style Wing Series 512 Max Voltage 600VAC Max Wire Combination (2) 8 AWG Min Wire Combination (5) 12 AWG Max Single Wire Size 8 AWG Min Single Wire Size 20 AWG Height 1.22 In. Width 0.89 In. Standards UL Listed CSA Certified Classified IEC and Federal Specification W-S-610 Type 1 Class 1 Package Quantity 10000",1671.34,1562,PK,10000,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2GAE1_AS01?$S7PRODUCT$,2GAE1_AS01.JPG,US,,N,6145,Twist-On Wire Connectors,39121409,Y  ,,,,,,,,,,,,,,,,,,,,,,,
133912inx60yd,54007081869,'054007081869,2GCX3,3M,Electricl Tape 6.5 mil 1/2 x180 ft. PK72,"1339  1/2 in x 60 yd,  MFR 3M, Electrical Tape Tape Backing Material Polyester Tape Adhesive Acrylic Tape Thickness 6.50 mil Tape Width 1/2 In. Tape Length 180 ft. Tape Shape Continuous Roll Tape Color Clear Max Voltage 5500 Max Tape Performance Temp 265 Degrees F Tape Tensile Strength 275 lb./in. Tape Adhesive Strength 35 oz./in. Series 1339 UV Resistance No Standards UL Listed ASTM D1000 Package Quantity 72",954.59,1030,PK,72,1,7,https://static.grainger.com/rp/s/is/image/Grainger/2GCE1_AW99?$S7PRODUCT$,2GCE1_AW99.JPG,US,,N,8040,Electrical Tapes,31201502,Y  ,,,,,,,,,,,,,,,,,,,,,,,
133934inx60yd,54007081876,'054007081876,2GDP9,3M,Electricl Tape 6.5 mil 3/4 x180 ft. PK48,"1339  3/4 in x 60 yd,  MFR 3M, Electrical Tape Tape Backing Material Polyester Tape Adhesive Acrylic Tape Thickness 6.50 mil Tape Width 3/4 In. Tape Length 180 ft. Tape Shape Continuous Roll Tape Color Clear Max Voltage 5500 Max Tape Performance Temp 265 Degrees F Tape Tensile Strength 275 lb./in. Tape Adhesive Strength 35 oz./in. Series 1339 UV Resistance No Standards UL Listed ASTM D1000 Package Quantity 48",952.98,1027.83,PK,48,1,7,https://static.grainger.com/rp/s/is/image/Grainger/2GCE1_AW99?$S7PRODUCT$,2GCE1_AW99.JPG,US,,N,8040,Electrical Tapes,31201502,Y  ,,,,,,,,,,,,,,,,,,,,,,,
53165ZNL6,54007083139,'054007083139,5ZNL6,3M,Resin Compnd Splice Kit 10 - 4 AWG 8000V,"5316,  MFR 3M, Resin Compound Splice Kits Wire Range 10 to 4 AWG Overall Length 8.0 In. Voltage Rating 5000V to 8000V Material Resin with Plastic EPDM Rubber Mold Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 8000V Standards RoHS 2011/65/EU Compliant Includes (3) Lug Covers Locking Pins Rubber-Splicing Tape 23 Mastic Sealing Strips Solvent Cleaning Cloths and Silicone Grease Lube",118.36,117.09,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU47_AS01?$S7PRODUCT$,4NU47_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
53175ZNL7,54007083146,'054007083146,5ZNL7,3M,Resin Comp Splice Kit 4 to 1/0 AWG 8000V,"5317,  MFR 3M, Resin Compound Splice Kits Wire Range 4 to 1/0 AWG Overall Length 9.5 In. Voltage Rating 5000V to 8000V Material Resin with Plastic EPDM Rubber Mold Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 8000V Standards RoHS 2011/65/EU Compliant Includes (3) Lug Covers Locking Pins Rubber-Splicing Tape 23 Mastic Sealing Strips Solvent Cleaning Cloths and Silicone Grease Lube",123.25,133.12,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU47_AS01?$S7PRODUCT$,4NU47_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
53185ZNL8,54007083153,'054007083153,5ZNL8,3M,Resin Comp Splice Kit 194F Blk 8000V,"5318,  MFR 3M, Resin Compound Splice Kits Wire Range 2 AWG to 250 kcmil Overall Length 11.0 In. Voltage Rating 5000V to 8000V Material Resin with Plastic EPDM Rubber Mold Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 8000V Standards RoHS 2011/65/EU Compliant Includes (3) Lug Covers Locking Pins Rubber-Splicing Tape 23 Mastic Sealing Strips Solvent Cleaning Cloths and Silicone Grease Lube",182.44,187.68,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU47_AS01?$S7PRODUCT$,4NU47_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
53195ZNL9,54007083160,'054007083160,5ZNL9,3M,Resin Comp Splice Kit 194F Blk 8000V,"5319,  MFR 3M, Resin Compound Splice Kits Wire Range 4/0 AWG to 500 kcmil Overall Length 13.0 In. Voltage Rating 5000V to 8000V Material Resin with Plastic EPDM Rubber Mold Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 8000V Standards RoHS 2011/65/EU Compliant Includes (3) Lug Covers Locking Pins Rubber-Splicing Tape 23 Mastic Sealing Strips Solvent Cleaning Cloths and Silicone Grease Lube",300.14,322.51,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU47_AS01?$S7PRODUCT$,4NU47_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
53004NU47,54007083177,'054007083177,4NU47,3M,Splice Kits 16 to 12 AWG 194F Blk 1000V,"5300,  MFR 3M, Splice Kits Wire Range 16 to 12 AWG Overall Length 2.1 In. Voltage Rating 1000V Material Copper Lug EPDM Rubber Insulation Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 1000V Standards CSA Approved RoHS 2011/65/EU Compliant Includes (3) Pigtail Lug Covers (3) Mastic Sealing Strips (3) Tubes of Silicone Grease Lubricant and Tape. Lugs are Not Included in Kits.",37.71,36.02,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU47_AS01?$S7PRODUCT$,4NU47_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
9521A074,54007084273,'054007084273,1A074,3M,Displacement Connector 18-14 AWG PK50,"952,  MFR 3M, Insulation Displacement Connector Dry Environment Connector Type T-Tap Disconnect Color Blue Solid Wire Range 18-14 AWG Stranded Wire Range 18-14 AWG Max Insulation Dia 0.15 In Number of Ports 1 Application Electrical Power For .250 In Disconnect Flame Retardant 600 Volts AC/DC Max Temp 221 F Material of Construction Nylon Crimping Tool 2JLF8 Standards UL/ CSA Package Quantity 50",18,20.4,PK,50,1,3,https://static.grainger.com/rp/s/is/image/Grainger/1A074_AS01?$S7PRODUCT$,1A074_AS01.JPG,US,,N,6145,Insulation Displacement Connectors,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301364Black1000,54007084587,'054007084587,2GCD1,3M,Shrink Tubing 0.046in ID Blk 1000ft PK3,"FP-301-3/64-Black-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 23 to 17 AWG Shrink Tubing I.D. Before Shrinking 0.046 In. I.D. After Shrinking 0.023 In. Shrink Tubing Wall Thickness After Shrinking 0.016 In. Shrink Tubing Length 1000 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",726.79,758.76,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301364White1000,54007084600,'054007084600,2GCF7,3M,Shrink Tubing 0.046in ID Whte 1000ft PK3,"FP-301-3/64-White-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 23 to 17 AWG Shrink Tubing I.D. Before Shrinking 0.046 In. I.D. After Shrinking 0.023 In. Shrink Tubing Wall Thickness After Shrinking 0.016 In. Shrink Tubing Length 1000 ft. White Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",726.79,758.76,PK,3,1,20,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301116Black1000,54007084617,'054007084617,2JPN5,3M,Shrink Tubing 0.063in ID Blk 1000ft PK3,"FP-301-1/16-Black-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.063 In. I.D. After Shrinking 0.031 In. Shrink Tubing Wall Thickness After Shrinking 0.017 In. Shrink Tubing Length 1000 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",555.03,688.79,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301VW116Black1000,54007084624,'054007084624,2JRA1,3M,Shrink Tubing 0.063in ID Blk 1000ft PK3,"FP-301VW-1/16-Black-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.063 In. I.D. After Shrinking 0.031 In. Shrink Tubing Wall Thickness After Shrinking 0.017 In. Shrink Tubing Length 1000 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",695.39,789.13,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301116Red1000,54007084631,'054007084631,2JRA3,3M,Shrink Tubing 0.063in ID Red 1000ft PK3,"FP-301-1/16-Red-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.063 In. I.D. After Shrinking 0.031 In. Shrink Tubing Wall Thickness After Shrinking 0.017 In. Shrink Tubing Length 1000 ft. Red Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",739.97,771.85,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301116White1000,54007084648,'054007084648,2JPZ6,3M,Shrink Tubing 0.063in ID Whte 1000ft PK3,"FP-301-1/16-White-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.063 In. I.D. After Shrinking 0.031 In. Shrink Tubing Wall Thickness After Shrinking 0.017 In. Shrink Tubing Length 1000 ft. White Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",739.97,771.85,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301116Yellow1000,54007084655,'054007084655,2JPZ4,3M,Shrink Tubing 0.063in ID Ylw 1000ft PK3,"FP-301-1/16-Yellow-1000',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.063 In. I.D. After Shrinking 0.031 In. Shrink Tubing Wall Thickness After Shrinking 0.017 In. Shrink Tubing Length 1000 ft. Yellow Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",739.97,771.85,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301332Black500,54007084662,'054007084662,2JND4,3M,Shrink Tubing 0.093in ID Black 500ft PK3,"FP-301-3/32-Black-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.093 In. I.D. After Shrinking 0.046 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",392.17,421.43,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301VW332Black500,54007084679,'054007084679,2JPR1,3M,Shrink Tubing 0.093in ID Black 500ft PK3,"FP-301VW-3/32-Black-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.093 In. I.D. After Shrinking 0.046 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",387.86,452.67,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301332Red500,54007084693,'054007084693,2JPV6,3M,Shrink Tubing 0.093in ID Red 500ft PK3,"FP-301-3/32-Red-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.093 In. I.D. After Shrinking 0.046 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Red Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",392.17,421.43,PK,3,1,20,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301332White500,54007084709,'054007084709,2JPP8,3M,Shrink Tubing 0.093in ID White 500ft PK3,"FP-301-3/32-White-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 28 to 26 AWG Shrink Tubing I.D. Before Shrinking 0.093 In. I.D. After Shrinking 0.046 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. White Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",392.17,421.43,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30118Black500,54007084723,'054007084723,2JPC8,3M,Shrink Tubing 0.125in ID Black 500ft PK3,"FP-301-1/8-Black-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 22 to 16 AWG Shrink Tubing I.D. Before Shrinking 0.125 In. I.D. After Shrinking 0.062 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",423.04,453.02,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301VW18Black500,54007084730,'054007084730,2JNE4,3M,Shrink Tubing 0.125in ID Black 500ft PK3,"FP-301VW-1/8-Black-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 22 to 16 AWG Shrink Tubing I.D. Before Shrinking 0.125 In. I.D. After Shrinking 0.062 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",421.63,460.24,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30118Blue500,54007084747,'054007084747,2GDE6,3M,Shrink Tubing 0.125in ID Blue 500ft PK3,"FP-301-1/8-Blue-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 22 to 16 AWG Shrink Tubing I.D. Before Shrinking 0.125 In. I.D. After Shrinking 0.062 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Blue Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",423.04,453.02,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30118Red500,54007084754,'054007084754,2JPT4,3M,Shrink Tubing 0.125in ID Red 500ft PK3,"FP-301-1/8-Red-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 22 to 16 AWG Shrink Tubing I.D. Before Shrinking 0.125 In. I.D. After Shrinking 0.062 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Red Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",423.04,453.02,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30118White500,54007084761,'054007084761,2JPP6,3M,Shrink Tubing 0.125in ID White 500ft PK3,"FP-301-1/8-White-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 22 to 16 AWG Shrink Tubing I.D. Before Shrinking 0.125 In. I.D. After Shrinking 0.062 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. White Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",389.75,418.96,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30118Yellow500,54007084778,'054007084778,2JPN9,3M,Shrink Tubing 0.125in ID Yellw 500ft PK3,"FP-301-1/8-Yellow-500',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 22 to 16 AWG Shrink Tubing I.D. Before Shrinking 0.125 In. I.D. After Shrinking 0.062 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 500 ft. Yellow Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",423.04,453.02,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301316Black250,54007084785,'054007084785,2JNF6,3M,Shrink Tubing 0.187in ID Black 250ft PK3,"FP-301-3/16-Black-250',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 20 to 18 AWG Shrink Tubing I.D. Before Shrinking 0.187 In. I.D. After Shrinking 0.093 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 250 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",257.11,286.96,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301VW316Black250,54007084792,'054007084792,2JNE6,3M,Shrink Tubing 0.187in ID Black 250ft PK3,"FP-301VW-3/16-Black-250',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 20 to 18 AWG Shrink Tubing I.D. Before Shrinking 0.187 In. I.D. After Shrinking 0.093 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 250 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",241.98,281.18,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301316Blue250,54007084808,'054007084808,2JMZ9,3M,Shrink Tubing 0.187in ID Blue 250ft PK3,"FP-301-3/16-Blue-250',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 20 to 18 AWG Shrink Tubing I.D. Before Shrinking 0.187 In. I.D. After Shrinking 0.093 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 250 ft. Blue Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",192.91,239.07,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301316Red1002JNA9,54007084822,'054007084822,2JNA9,3M,Shrink Tubing 0.187in ID Red 100ft PK3,"FP-301-3/16-Red-100',  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 20 to 18 AWG Shrink Tubing I.D. Before Shrinking 0.187 In. I.D. After Shrinking 0.093 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 100 ft. Red Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL Package Quantity 3",238.72,281.68,PK,3,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2FYN3_AW99?$S7PRODUCT$,2FYN3_AW99.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
