PART_NAME,OEM_NAME,OEM_NUMBER,NEW_OEM_NUMBER,PART_NUMBER,NEW_PART_NUMBER,UPC,COMMENT
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD70CEM1,DD70CEM1,DD70CEM1,DD70CEM1,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD70CEM1BN,DD70CEM1BN,DD70CEM1BN,DD70CEM1BN,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD70CEM2,DD70CEM2,DD70CEM2,DD70CEM2,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD70CEM3,DD70CEM3,DD70CEM3,DD70CEM3,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD70CEM5,DD70CEM5,DD70CEM5,DD70CEM5,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD75CEM1,DD75CEM1,DD75CEM1,DD75CEM1,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD75CEM1BN,DD75CEM1BN,DD75CEM1BN,DD75CEM1BN,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD75CEM2,DD75CEM2,DD75CEM2,DD75CEM2,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD75CEM3,DD75CEM3,DD75CEM3,DD75CEM3,,toolong
6 PC. CARBIDE SINGLE-END END MILL SET,RAPIDKUT,DD75CEM5,DD75CEM5,DD75CEM5,DD75CEM5,,toolong
1/32 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD802002DBTCN,DD802002DBTCN,DD802002DBTCN,DD802002DBTCN,,toolong
1/32 DIA-1-1/2 OAL-TICN CBD-CENTER CUT D,RAPIDKUT,DD802002DTCN,DD802002DTCN,DD802002DTCN,DD802002DTCN,,toolong
3/64 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD802003DBTCN,DD802003DBTCN,DD802003DBTCN,DD802003DBTCN,,toolong
3/64 DIA-1-1/2 OAL-TICN CBD-CENTER CUT D,RAPIDKUT,DD802003DTCN,DD802003DTCN,DD802003DTCN,DD802003DTCN,,toolong
3/64 DIA-1-1/2 OAL-TICN CBD-SE EM-2 FL,RAPIDKUT,DD802003TCN,DD802003TCN,DD802003TCN,DD802003TCN,,toolong
1/16 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD802004DBTCN,DD802004DBTCN,DD802004DBTCN,DD802004DBTCN,,toolong
1/16 DIA-1-1/2 OAL-TICN CBD-CENTER CUT D,RAPIDKUT,DD802004DTCN,DD802004DTCN,DD802004DTCN,DD802004DTCN,,toolong
3/32 DIA-1-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD802006BTCN,DD802006BTCN,DD802006BTCN,DD802006BTCN,,toolong
3/32 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD802006DBTCN,DD802006DBTCN,DD802006DBTCN,DD802006DBTCN,,toolong
3/32 DIA-1-1/2 OAL-TICN CBD-CENTER CUT D,RAPIDKUT,DD802006DTCN,DD802006DTCN,DD802006DTCN,DD802006DTCN,,toolong
3/32 DIA-1-1/2 OAL-TICN CBD-CENTER CUT S,RAPIDKUT,DD802006STCN,DD802006STCN,DD802006STCN,DD802006STCN,,toolong
1/8 DIA-1-1/2 OAL-TICN CBD-BALL END DE E,RAPIDKUT,DD802008DBTCN,DD802008DBTCN,DD802008DBTCN,DD802008DBTCN,,toolong
1/8 DIA-1-1/2 OAL-TICN CBD-CENTER CUT DE,RAPIDKUT,DD802008DTCN,DD802008DTCN,DD802008DTCN,DD802008DTCN,,toolong
1/8 DIA-1-1/2 OAL-TICN CBD-CENTER CUT SE,RAPIDKUT,DD802008STCN,DD802008STCN,DD802008STCN,DD802008STCN,,toolong
5/32 DIA-2 OAL-TICN CBD-BALL END SE EM-2,RAPIDKUT,DD802010BTCN,DD802010BTCN,DD802010BTCN,DD802010BTCN,,toolong
5/32 DIA-2 OAL-TICN CBD-BALL END DE EM-2,RAPIDKUT,DD802010DBTCN,DD802010DBTCN,DD802010DBTCN,DD802010DBTCN,,toolong
5/32 DIA-2 OAL-TICN CBD-CENTER CUT DE EM,RAPIDKUT,DD802010DTCN,DD802010DTCN,DD802010DTCN,DD802010DTCN,,toolong
5/32 DIA-2 OAL-TICN CBD-CENTER CUT SE EM,RAPIDKUT,DD802010STCN,DD802010STCN,DD802010STCN,DD802010STCN,,toolong
3/16 DIA-2 OAL-TICN CBD-BALL END SE EM-2,RAPIDKUT,DD802012BTCN,DD802012BTCN,DD802012BTCN,DD802012BTCN,,toolong
3/16 DIA-2 OAL-TICN CBD-BALL END DE EM-2,RAPIDKUT,DD802012DBTCN,DD802012DBTCN,DD802012DBTCN,DD802012DBTCN,,toolong
3/16 DIA-2 OAL-TICN CBD-CENTER CUT DE EM,RAPIDKUT,DD802012DTCN,DD802012DTCN,DD802012DTCN,DD802012DTCN,,toolong
3/16 DIA-2 OAL-TICN CBD-CENTER CUT SE EM,RAPIDKUT,DD802012STCN,DD802012STCN,DD802012STCN,DD802012STCN,,toolong
7/32 DIA-2-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD802014BTCN,DD802014BTCN,DD802014BTCN,DD802014BTCN,,toolong
7/32 DIA-2-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD802014DBTCN,DD802014DBTCN,DD802014DBTCN,DD802014DBTCN,,toolong
7/32 DIA-2-1/2 OAL-TICN CBD-CENTER CUT D,RAPIDKUT,DD802014DTCN,DD802014DTCN,DD802014DTCN,DD802014DTCN,,toolong
7/32 DIA-2-1/2 OAL-TICN CBD-CENTER CUT S,RAPIDKUT,DD802014STCN,DD802014STCN,DD802014STCN,DD802014STCN,,toolong
1/4 DIA-2-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD802016BTCN,DD802016BTCN,DD802016BTCN,DD802016BTCN,,toolong
1/4 DIA-2-1/2 OAL-TICN CBD-BALL END DE E,RAPIDKUT,DD802016DBTCN,DD802016DBTCN,DD802016DBTCN,DD802016DBTCN,,toolong
1/4 DIA-2-1/2 OAL-TICN CBD-CENTER CUT DE,RAPIDKUT,DD802016DTCN,DD802016DTCN,DD802016DTCN,DD802016DTCN,,toolong
1/4 DIA-2-1/2 OAL-TICN CBD-CENTER CUT SE,RAPIDKUT,DD802016STCN,DD802016STCN,DD802016STCN,DD802016STCN,,toolong
9/32 DIA-2-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD802018BTCN,DD802018BTCN,DD802018BTCN,DD802018BTCN,,toolong
9/32 DIA-2-1/2 OAL-TICN CBD-CENTER CUT S,RAPIDKUT,DD802018STCN,DD802018STCN,DD802018STCN,DD802018STCN,,toolong
5/16 DIA-2-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD802020BTCN,DD802020BTCN,DD802020BTCN,DD802020BTCN,,toolong
5/16 DIA-2-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD802020DBTCN,DD802020DBTCN,DD802020DBTCN,DD802020DBTCN,,toolong
5/16 DIA-2-1/2 OAL-TICN CBD-CENTER CUT D,RAPIDKUT,DD802020DTCN,DD802020DTCN,DD802020DTCN,DD802020DTCN,,toolong
5/16 DIA-2-1/2 OAL-TICN CBD-CENTER CUT S,RAPIDKUT,DD802020STCN,DD802020STCN,DD802020STCN,DD802020STCN,,toolong
3/8 DIA-2-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD802024BTCN,DD802024BTCN,DD802024BTCN,DD802024BTCN,,toolong
3/8 DIA-2-1/2 OAL-TICN CBD-BALL END DE E,RAPIDKUT,DD802024DBTCN,DD802024DBTCN,DD802024DBTCN,DD802024DBTCN,,toolong
3/8 DIA-2-1/2 OAL-TICN CBD-CENTER CUT DE,RAPIDKUT,DD802024DTCN,DD802024DTCN,DD802024DTCN,DD802024DTCN,,toolong
3/8 DIA-2-1/2 OAL-TICN CBD-CENTER CUT SE,RAPIDKUT,DD802024STCN,DD802024STCN,DD802024STCN,DD802024STCN,,toolong
13/32 DIA-2-3/4 OAL-TICN CBD-CENTER CUT,RAPIDKUT,DD802026TCN,DD802026TCN,DD802026TCN,DD802026TCN,,toolong
7/16 DIA-2-3/4 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD802028BTCN,DD802028BTCN,DD802028BTCN,DD802028BTCN,,toolong
7/16 DIA-3 OAL-TICN CBD-BALL END DE EM-2,RAPIDKUT,DD802028DBTCN,DD802028DBTCN,DD802028DBTCN,DD802028DBTCN,,toolong
7/16 DIA-3 OAL-TICN CBD-CENTER CUT DE EM,RAPIDKUT,DD802028DTCN,DD802028DTCN,DD802028DTCN,DD802028DTCN,,toolong
7/16 DIA-2-3/4 OAL-TICN CBD-CENTER CUT S,RAPIDKUT,DD802028STCN,DD802028STCN,DD802028STCN,DD802028STCN,,toolong
1/2 DIA-3 OAL-TICN CBD-BALL END SE EM-2,RAPIDKUT,DD802032BTCN,DD802032BTCN,DD802032BTCN,DD802032BTCN,,toolong
1/2 DIA-3 OAL-TICN CBD-BALL END DE EM-2,RAPIDKUT,DD802032DBTCN,DD802032DBTCN,DD802032DBTCN,DD802032DBTCN,,toolong
1/2 DIA-3 OAL-TICN CBD-CENTER CUT DE EM-,RAPIDKUT,DD802032DTCN,DD802032DTCN,DD802032DTCN,DD802032DTCN,,toolong
1/2 DIA-3 OAL-TICN CBD-CENTER CUT SE EM-,RAPIDKUT,DD802032STCN,DD802032STCN,DD802032STCN,DD802032STCN,,toolong
9/16 DIA-3-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD802036BTCN,DD802036BTCN,DD802036BTCN,DD802036BTCN,,toolong
9/16 DIA-3-1/2 OAL-TICN CBD-CENTER CUT S,RAPIDKUT,DD802036STCN,DD802036STCN,DD802036STCN,DD802036STCN,,toolong
5/8 DIA-3-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD802040BTCN,DD802040BTCN,DD802040BTCN,DD802040BTCN,,toolong
5/8 DIA-3-1/2 OAL-TICN CBD-CENTER CUT SE,RAPIDKUT,DD802040STCN,DD802040STCN,DD802040STCN,DD802040STCN,,toolong
11/16 DIA-4 OAL-TICN CBD-BALL END SE EM-,RAPIDKUT,DD802044BTCN,DD802044BTCN,DD802044BTCN,DD802044BTCN,,toolong
11/16 DIA-4 OAL-TICN CBD-CENTER CUT SE E,RAPIDKUT,DD802044STCN,DD802044STCN,DD802044STCN,DD802044STCN,,toolong
3/4 DIA-4 OAL-TICN CBD-BALL END SE EM-2,RAPIDKUT,DD802048BTCN,DD802048BTCN,DD802048BTCN,DD802048BTCN,,toolong
3/4 DIA-4 OAL-TICN CBD-CENTER CUT SE EM-,RAPIDKUT,DD802048STCN,DD802048STCN,DD802048STCN,DD802048STCN,,toolong
7/8 DIA-4 OAL-TICN CBD-BALL END SE EM-2,RAPIDKUT,DD802056BTCN,DD802056BTCN,DD802056BTCN,DD802056BTCN,,toolong
7/8 DIA-4 OAL-TICN CBD-CENTER CUT SE EM-,RAPIDKUT,DD802056STCN,DD802056STCN,DD802056STCN,DD802056STCN,,toolong
1 DIA-4 OAL-TICN CBD-BALL END SE EM-2 FL,RAPIDKUT,DD802100BTCN,DD802100BTCN,DD802100BTCN,DD802100BTCN,,toolong
1 DIA-4 OAL-TICN CBD-CENTER CUT SE EM-2,RAPIDKUT,DD802100STCN,DD802100STCN,DD802100STCN,DD802100STCN,,toolong
1/32 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD804002DBTCN,DD804002DBTCN,DD804002DBTCN,DD804002DBTCN,,toolong
1/32 DIA-1-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804002STCN,DD804002STCN,DD804002STCN,DD804002STCN,,toolong
3/64 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD804003DBTCN,DD804003DBTCN,DD804003DBTCN,DD804003DBTCN,,toolong
1/16 DIA-1-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804004BTCN,DD804004BTCN,DD804004BTCN,DD804004BTCN,,toolong
1/16 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD804004DBTCN,DD804004DBTCN,DD804004DBTCN,DD804004DBTCN,,toolong
1/16 DIA-1-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804004STCN,DD804004STCN,DD804004STCN,DD804004STCN,,toolong
3/32 DIA-1-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804006BTCN,DD804006BTCN,DD804006BTCN,DD804006BTCN,,toolong
3/32 DIA-1-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD804006DBTCN,DD804006DBTCN,DD804006DBTCN,DD804006DBTCN,,toolong
3/32 DIA-1-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804006STCN,DD804006STCN,DD804006STCN,DD804006STCN,,toolong
1/8 DIA-1-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD804008BTCN,DD804008BTCN,DD804008BTCN,DD804008BTCN,,toolong
1/8 DIA-1-1/2 OAL-TICN CBD-BALL END DE E,RAPIDKUT,DD804008DBTCN,DD804008DBTCN,DD804008DBTCN,DD804008DBTCN,,toolong
1/8 DIA-1-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804008STCN,DD804008STCN,DD804008STCN,DD804008STCN,,toolong
5/32 DIA-2 OAL-TICN CBD-BALL END SE EM-4,RAPIDKUT,DD804010BTCN,DD804010BTCN,DD804010BTCN,DD804010BTCN,,toolong
5/32 DIA-2 OAL-TICN CBD-BALL END DE EM-4,RAPIDKUT,DD804010DBTCN,DD804010DBTCN,DD804010DBTCN,DD804010DBTCN,,toolong
5/32 DIA-2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804010STCN,DD804010STCN,DD804010STCN,DD804010STCN,,toolong
1/8 DIA-2 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040125,DD8040125,DD8040125,DD8040125,,toolong
1/8 DIA-3 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040127,DD8040127,DD8040127,DD8040127,,toolong
3/16 DIA-2 OAL-TICN CBD-BALL END SE EM-4,RAPIDKUT,DD804012BTCN,DD804012BTCN,DD804012BTCN,DD804012BTCN,,toolong
3/16 DIA-2 OAL-TICN CBD-BALL END DE EM-4,RAPIDKUT,DD804012DBTCN,DD804012DBTCN,DD804012DBTCN,DD804012DBTCN,,toolong
3/16 DIA-2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804012STCN,DD804012STCN,DD804012STCN,DD804012STCN,,toolong
3/16 DIA-3 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040131,DD8040131,DD8040131,DD8040131,,toolong
1/4 DIA-3 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040139,DD8040139,DD8040139,DD8040139,,toolong
7/32 DIA-2-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804014BTCN,DD804014BTCN,DD804014BTCN,DD804014BTCN,,toolong
7/32 DIA-2-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD804014DBTCN,DD804014DBTCN,DD804014DBTCN,DD804014DBTCN,,toolong
7/32 DIA-2-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804014STCN,DD804014STCN,DD804014STCN,DD804014STCN,,toolong
7/16 DIA-4 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040157,DD8040157,DD8040157,DD8040157,,toolong
1/2 DIA-4 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040161,DD8040161,DD8040161,DD8040161,,toolong
3/4 DIA -6 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040167,DD8040167,DD8040167,DD8040167,,toolong
1/4 DIA-2-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD804016BTCN,DD804016BTCN,DD804016BTCN,DD804016BTCN,,toolong
1/4 DIA-2-1/2 OAL-TICN CBD-BALL END DE E,RAPIDKUT,DD804016DBTCN,DD804016DBTCN,DD804016DBTCN,DD804016DBTCN,,toolong
1/4 DIA-2-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804016STCN,DD804016STCN,DD804016STCN,DD804016STCN,,toolong
1/8 DIA-2 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040173,DD8040173,DD8040173,DD8040173,,toolong
1/8 DIA-3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040175,DD8040175,DD8040175,DD8040175,,toolong
1/8 DIA-3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040177,DD8040177,DD8040177,DD8040177,,toolong
3/16 DIA-3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040179,DD8040179,DD8040179,DD8040179,,toolong
1/4 DIA-3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040187,DD8040187,DD8040187,DD8040187,,toolong
9/32 DIA-2-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804018BTCN,DD804018BTCN,DD804018BTCN,DD804018BTCN,,toolong
9/32 DIA-2-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804018STCN,DD804018STCN,DD804018STCN,DD804018STCN,,toolong
7/16 DIA-4 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040205,DD8040205,DD8040205,DD8040205,,toolong
1/2 DIA-4 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040209,DD8040209,DD8040209,DD8040209,,toolong
5/16 DIA-2-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804020BTCN,DD804020BTCN,DD804020BTCN,DD804020BTCN,,toolong
5/16 DIA-2-1/2 OAL-TICN CBD-BALL END DE,RAPIDKUT,DD804020DBTCN,DD804020DBTCN,DD804020DBTCN,DD804020DBTCN,,toolong
5/16 DIA-2-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804020STCN,DD804020STCN,DD804020STCN,DD804020STCN,,toolong
3/4 DIA -6 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040215,DD8040215,DD8040215,DD8040215,,toolong
3/8 DIA-2-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD804024BTCN,DD804024BTCN,DD804024BTCN,DD804024BTCN,,toolong
3/8 DIA-2-1/2 OAL-TICN CBD-BALL END DE E,RAPIDKUT,DD804024DBTCN,DD804024DBTCN,DD804024DBTCN,DD804024DBTCN,,toolong
3/8 DIA-2-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804024STCN,DD804024STCN,DD804024STCN,DD804024STCN,,toolong
7/16 DIA-2-3/4 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804028BTCN,DD804028BTCN,DD804028BTCN,DD804028BTCN,,toolong
7/16 DIA-3 OAL-TICN CBD-BALL END DE EM-4,RAPIDKUT,DD804028DBTCN,DD804028DBTCN,DD804028DBTCN,DD804028DBTCN,,toolong
7/16 DIA-2-3/4 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804028STCN,DD804028STCN,DD804028STCN,DD804028STCN,,toolong
1/2 DIA-6 OAL-BALL NOSE-TICN STD LGTH SO,RAPIDKUT,DD804032BLTCN,DD804032BLTCN,DD804032BLTCN,DD804032BLTCN,,toolong
1/2 DIA-3 OAL-TICN CBD-BALL END SE EM-4,RAPIDKUT,DD804032BTCN,DD804032BTCN,DD804032BTCN,DD804032BTCN,,toolong
1/2 DIA-3 OAL-TICN CBD-BALL END DE EM-4,RAPIDKUT,DD804032DBTCN,DD804032DBTCN,DD804032DBTCN,DD804032DBTCN,,toolong
1/2 DIA-3 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804032STCN,DD804032STCN,DD804032STCN,DD804032STCN,,toolong
9/16 DIA-3-1/2 OAL-TICN CBD-BALL END SE,RAPIDKUT,DD804036BTCN,DD804036BTCN,DD804036BTCN,DD804036BTCN,,toolong
9/16 DIA-4 OAL-3-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804036STCN,DD804036STCN,DD804036STCN,DD804036STCN,,toolong
5/8 DIA-3-1/2 OAL-TICN CBD-BALL END SE E,RAPIDKUT,DD804040BTCN,DD804040BTCN,DD804040BTCN,DD804040BTCN,,toolong
5/8 DIAX 3-1/2 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804040STCN,DD804040STCN,DD804040STCN,DD804040STCN,,toolong
11/16 DIA-4 OAL-TICN CBD-BALL END SE EM-,RAPIDKUT,DD804044BTCN,DD804044BTCN,DD804044BTCN,DD804044BTCN,,toolong
11/16 DIA-4 OAL-TICN CBD-CENTER CUT SE E,RAPIDKUT,DD804044STCN,DD804044STCN,DD804044STCN,DD804044STCN,,toolong
3/4 DIA-4 OAL-TICN CBD-BALL END SE EM-4,RAPIDKUT,DD804048BTCN,DD804048BTCN,DD804048BTCN,DD804048BTCN,,toolong
3/4 DIA -4 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804048STCN,DD804048STCN,DD804048STCN,DD804048STCN,,toolong
7/8 DIA-4 OAL-TICN CBD-BALL END SE EM-4,RAPIDKUT,DD804056BTCN,DD804056BTCN,DD804056BTCN,DD804056BTCN,,toolong
7/8 DIA-4 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804056STCN,DD804056STCN,DD804056STCN,DD804056STCN,,toolong
25/64 DIA-2-3/4 OAL -SQ SE TICN CBD EM-2,RAPIDKUT,DD8040741,DD8040741,DD8040741,DD8040741,,toolong
25/64 DIA-2-3/4 OAL -SQ SE TICN CBD EM-4,RAPIDKUT,DD8040753,DD8040753,DD8040753,DD8040753,,toolong
1/16 DIA-1-1/2 OAL-SQ SE TICN CBD EM-2 F,RAPIDKUT,DD8040765,DD8040765,DD8040765,DD8040765,,toolong
7/64 DIA-2 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040769,DD8040769,DD8040769,DD8040769,,toolong
1/2 DIA-4 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040773,DD8040773,DD8040773,DD8040773,,toolong
5/64 DIA-1-1/2 OAL-SQ SE TICN CBD EM-4 F,RAPIDKUT,DD8040775,DD8040775,DD8040775,DD8040775,,toolong
7/64 DIA-2 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040779,DD8040779,DD8040779,DD8040779,,toolong
1/2 DIA-4 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040785,DD8040785,DD8040785,DD8040785,,toolong
5/8 DIA-3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8040793,DD8040793,DD8040793,DD8040793,,toolong
5/8 DIA-3 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8040795,DD8040795,DD8040795,DD8040795,,toolong
5/32 DIA-3 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8041005,DD8041005,DD8041005,DD8041005,,toolong
1 DIA-4 OAL-TICN CBD-BALL END SE EM-4 FL,RAPIDKUT,DD804100BTCN,DD804100BTCN,DD804100BTCN,DD804100BTCN,,toolong
1 DIA-4 OAL-SE EM-4 FL-TICN,RAPIDKUT,DD804100STCN,DD804100STCN,DD804100STCN,DD804100STCN,,toolong
1/4 DIA-3 OAL-BALL NOSE-TICN SOLID CBD E,RAPIDKUT,DD8041031,DD8041031,DD8041031,DD8041031,,toolong
3/4 DIA-5 OAL-BALL NOSE-TICN SOLID CBD E,RAPIDKUT,DD8041051,DD8041051,DD8041051,DD8041051,,toolong
3/64 DIA-1-1/2 OAL-BALL NOSE-TICN SOLID,RAPIDKUT,DD8041825,DD8041825,DD8041825,DD8041825,,toolong
1/32 DIA-1-1/2 OAL-SQ SE TICN CBD EM-2 F,RAPIDKUT,DD8042631,DD8042631,DD8042631,DD8042631,,toolong
1/16 DIA-1-1/2 OAL-SQ SE TICN CBD EM-2 F,RAPIDKUT,DD8042635,DD8042635,DD8042635,DD8042635,,toolong
5/64 DIA-1-1/2 OAL-SQ SE TICN CBD EM-2 F,RAPIDKUT,DD8042637,DD8042637,DD8042637,DD8042637,,toolong
3/32 DIA-1-1/2 OAL-SQ SE TICN CBD EM-2 F,RAPIDKUT,DD8042639,DD8042639,DD8042639,DD8042639,,toolong
5/32 DIA-1-1/2 OAL-SQ SE TICN CBD EM-2 F,RAPIDKUT,DD8042641,DD8042641,DD8042641,DD8042641,,toolong
7/32 DIA-2 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8042643,DD8042643,DD8042643,DD8042643,,toolong
1/32 DIA-1-1/2 OAL-BALL NOSE-TICN SOLID,RAPIDKUT,DD8042645,DD8042645,DD8042645,DD8042645,,toolong
11/32 DIA-2-1/2 OAL-BALL NOSE-TICN COATE,RAPIDKUT,DD8042673,DD8042673,DD8042673,DD8042673,,toolong
13/32 DIA-2-3/4 OAL-BALL NOSE-TICN COATE,RAPIDKUT,DD8042675,DD8042675,DD8042675,DD8042675,,toolong
1/32 DIA-1-1/2 OAL-SQ SE TICN CBD EM-4 F,RAPIDKUT,DD8042697,DD8042697,DD8042697,DD8042697,,toolong
1/16 DIA-1-1/2 OAL-SQ SE TICN CBD EM-4 F,RAPIDKUT,DD8042701,DD8042701,DD8042701,DD8042701,,toolong
5/64 DIA-1-1/2 OAL-SQ SE TICN CBD EM-4 F,RAPIDKUT,DD8042703,DD8042703,DD8042703,DD8042703,,toolong
3/32 DIA-1-1/2 OAL-SQ SE TICN CBD EM-4 F,RAPIDKUT,DD8042705,DD8042705,DD8042705,DD8042705,,toolong
5/32 DIA-1-1/2 OAL-SQ SE TICN CBD EM-4 F,RAPIDKUT,DD8042707,DD8042707,DD8042707,DD8042707,,toolong
7/32 DIA-2 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8042709,DD8042709,DD8042709,DD8042709,,toolong
5/16 DIA-3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8046066,DD8046066,DD8046066,DD8046066,,toolong
3/4 DIA -3 OAL-SQ SE TICN CBD EM-2 FL,RAPIDKUT,DD8046160,DD8046160,DD8046160,DD8046160,,toolong
3/32 DIA-1-1/2 OAL-BALL NOSE SE TICN CBD,RAPIDKUT,DD8046164,DD8046164,DD8046164,DD8046164,,toolong
5/32 DIA-1-1/2 OAL-BALL NOSE SE TICN CBD,RAPIDKUT,DD8046166,DD8046166,DD8046166,DD8046166,,toolong
5/16 DIA-2 OAL-BALL NOSE SE TICN CBD EM-,RAPIDKUT,DD8046170,DD8046170,DD8046170,DD8046170,,toolong
1/8 DIA-3 OAL-BALL NOSE-TICN CBD EM-4 FL,RAPIDKUT,DD8046188,DD8046188,DD8046188,DD8046188,,toolong
3/16 DIA-3 OAL-BALL NOSE-TICN CBD EM-4 F,RAPIDKUT,DD8046189,DD8046189,DD8046189,DD8046189,,toolong
5/16 DIA-3 OAL-BALL NOSE-TICN CBD EM-4 F,RAPIDKUT,DD8046191,DD8046191,DD8046191,DD8046191,,toolong
7/16 DIA-4 OAL-BALL NOSE-TICN-SE EM-4 FL,RAPIDKUT,DD8046193,DD8046193,DD8046193,DD8046193,,toolong
3/4 DIA -3 OAL-SQ SE TICN CBD EM-4 FL,RAPIDKUT,DD8046238,DD8046238,DD8046238,DD8046238,,toolong
1/32 DIA-1-1/2 OAL-BALL NOSE-TICN-SE EM-,RAPIDKUT,DD8046239,DD8046239,DD8046239,DD8046239,,toolong
